"TOA5","Sapflow","CR1000X","21038","CR1000X.Std.04.02","CPU:FLGS-TDP_21038_Enc.CR1X","32795","TableDT"
"TIMESTAMP","RECORD","TC_dTC_Avg(1)","TC_dTC_Avg(2)","TC_dTC_Avg(3)","TC_dTC_Avg(4)","TC_dTC_Avg(5)","TC_dTC_Avg(6)","TC_dTC_Avg(7)","TC_dTC_Avg(8)","TC_dTC_Avg(9)","TC_dTC_Avg(10)","TC_dTC_Avg(11)","TC_dTC_Avg(12)","TC_dTC_Avg(13)","TC_dTC_Avg(14)","TC_dTC_Avg(15)","TC_dTC_Avg(16)","TC_dTC_Avg(17)","TC_dTC_Avg(18)","TC_dTC_Avg(19)","TC_dTC_Avg(20)","TC_dTC_Avg(21)","TC_dTC_Avg(22)","TC_dTC_Avg(23)","TC_dTC_Avg(24)","TC_dTC_Avg(25)","TC_dTC_Avg(26)","TC_dTC_Avg(27)","TC_dTC_Avg(28)","TC_dTC_Avg(29)","TC_dTC_Avg(30)","TC_dTC_Avg(31)","TC_dTC_Avg(32)"
"TS","RN","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C","Deg C"
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-08-10 09:45:00",5256,5.308,8.83,6.476,5.977,7.308,5.813,9.81,10.35,10.11,9.64,10.41,8.95,6.425,6.043,7.45,6.282,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 10:00:00",5257,5.27,8.8,6.475,5.969,7.28,5.804,9.81,10.4,10.15,9.67,10.44,8.91,6.38,6.02,7.447,6.298,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 10:15:00",5258,5.234,8.75,6.461,5.939,7.264,5.794,9.84,10.35,10.16,9.72,10.48,8.87,6.323,5.994,7.438,6.307,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 10:30:00",5259,5.214,8.72,6.442,5.933,7.268,5.769,9.81,10.27,10.12,9.68,10.43,8.78,6.263,5.974,7.44,6.3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 10:45:00",5260,5.195,8.72,6.44,5.925,7.243,5.766,9.81,10.31,10.13,9.66,10.4,8.73,6.232,5.953,7.424,6.285,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 11:00:00",5261,5.153,8.68,6.413,5.917,7.221,5.731,9.76,10.22,10.05,9.6,10.33,8.66,6.189,5.921,7.414,6.268,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 11:15:00",5262,5.153,8.66,6.412,5.908,7.215,5.702,9.72,10.2,10.04,9.61,10.3,8.62,6.179,5.913,7.416,6.269,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 11:30:00",5263,5.189,8.74,6.484,5.986,7.291,5.735,9.76,10.29,10.11,9.66,10.4,8.67,6.263,5.979,7.505,6.362,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 11:45:00",5264,5.215,8.82,6.524,6.041,7.415,5.787,9.81,10.35,10.15,9.66,10.44,8.73,6.349,6.028,7.583,6.421,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 12:00:00",5265,5.205,8.87,6.517,6.033,7.455,5.831,9.85,10.43,10.2,9.67,10.44,8.75,6.367,6.028,7.589,6.423,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 12:15:00",5266,5.151,8.78,6.459,5.959,7.312,5.81,9.83,10.32,10.15,9.62,10.36,8.65,6.189,5.962,7.49,6.349,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 12:30:00",5267,5.127,8.69,6.436,5.931,7.212,5.725,9.77,10.19,10.07,9.59,10.27,8.54,6.142,5.927,7.438,6.305,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 12:45:00",5268,5.07,8.59,6.374,5.858,7.135,5.651,9.7,10.08,9.97,9.55,10.18,8.47,6.082,5.859,7.38,6.252,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 13:00:00",5269,5.075,8.59,6.383,5.871,7.167,5.6,9.65,10.02,9.93,9.53,10.14,8.43,6.155,5.864,7.402,6.271,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 13:15:00",5270,5.09,8.63,6.415,5.893,7.206,5.623,9.66,10.09,9.95,9.55,10.18,8.47,6.192,5.891,7.442,6.314,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 13:30:00",5271,5.022,8.58,6.371,5.823,7.12,5.601,9.62,10.1,9.96,9.52,10.11,8.44,6.081,5.828,7.379,6.249,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 13:45:00",5272,5.004,8.59,6.424,5.826,7.117,5.551,9.59,10.09,9.95,9.53,10.12,8.44,6.091,5.826,7.391,6.271,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 14:00:00",5273,4.993,8.58,6.383,5.8,7.088,5.541,9.57,10.12,9.91,9.5,10.09,8.42,6.081,5.81,7.383,6.25,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 14:15:00",5274,5.022,8.58,6.374,5.828,7.152,5.523,9.53,10,9.81,9.46,10.05,8.39,6.1,5.811,7.411,6.269,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 14:30:00",5275,5.049,8.61,6.394,5.864,7.183,5.529,9.52,9.97,9.79,9.46,10.04,8.39,6.167,5.83,7.432,6.304,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 14:45:00",5276,5.048,8.63,6.403,5.866,7.178,5.563,9.54,10.02,9.82,9.48,10.06,8.42,6.155,5.844,7.437,6.326,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 15:00:00",5277,5.071,8.65,6.441,5.905,7.217,5.578,9.55,10.03,9.82,9.48,10.08,8.44,6.234,5.868,7.459,6.349,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 15:15:00",5278,5.056,8.66,6.439,5.895,7.205,5.592,9.58,10,9.81,9.47,10.09,8.44,6.208,5.867,7.458,6.342,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 15:30:00",5279,5.069,8.68,6.452,5.912,7.215,5.594,9.61,10.05,9.84,9.47,10.1,8.45,6.246,5.884,7.483,6.368,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 15:45:00",5280,5.006,8.64,6.41,5.861,7.143,5.619,9.62,10.09,9.88,9.49,10.1,8.46,6.164,5.85,7.445,6.34,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 16:00:00",5281,5.026,8.64,6.43,5.894,7.167,5.596,9.61,10.03,9.86,9.45,10.09,8.43,6.231,5.864,7.469,6.362,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 16:15:00",5282,5.097,8.71,6.5,5.968,7.295,5.625,9.65,10.05,9.9,9.44,10.13,8.49,6.405,5.91,7.554,6.413,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 16:30:00",5283,5.064,8.72,6.479,5.917,7.24,5.662,9.68,10.04,9.93,9.44,10.09,8.47,6.297,5.89,7.507,6.366,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 16:45:00",5284,5.022,8.67,6.43,5.866,7.133,5.608,9.63,9.94,9.9,9.44,9.99,8.39,6.206,5.846,7.45,6.324,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 17:00:00",5285,5.067,8.72,6.473,5.926,7.215,5.605,9.64,9.92,9.93,9.44,10.02,8.42,6.287,5.88,7.51,6.373,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 17:15:00",5286,5.066,8.74,6.457,5.919,7.218,5.577,9.68,9.97,9.98,9.45,10.02,8.43,6.292,5.884,7.515,6.375,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 17:30:00",5287,5.086,8.76,6.473,5.949,7.228,5.575,9.69,9.95,9.99,9.47,10.03,8.46,6.395,5.907,7.541,6.397,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 17:45:00",5288,5.214,8.91,6.626,6.079,7.432,5.642,9.73,10.06,10.06,9.54,10.16,8.62,6.639,6.03,7.688,6.504,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 18:00:00",5289,5.344,9.04,6.745,6.182,7.582,5.735,9.78,10.16,10.16,9.59,10.26,8.74,6.754,6.16,7.811,6.586,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 18:15:00",5290,5.435,9.14,6.837,6.252,7.649,5.818,9.83,10.26,10.25,9.64,10.34,8.84,6.852,6.238,7.877,6.626,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 18:30:00",5291,5.426,9.2,6.806,6.212,7.623,5.883,9.86,10.34,10.3,9.66,10.37,8.85,6.813,6.21,7.858,6.598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 18:45:00",5292,5.42,9.23,6.805,6.218,7.6,5.947,9.88,10.39,10.36,9.7,10.39,8.83,6.806,6.193,7.848,6.599,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 19:00:00",5293,5.476,9.34,6.918,6.327,7.728,6.022,9.92,10.58,10.44,9.79,10.48,8.94,7.038,6.297,7.983,6.715,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 19:15:00",5294,5.547,9.45,7.042,6.44,7.878,6.094,9.93,10.68,10.51,9.82,10.55,9.05,7.21,6.406,8.14,6.816,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 19:30:00",5295,5.656,9.53,7.176,6.551,7.985,6.152,9.95,10.7,10.56,9.82,10.59,9.14,7.318,6.51,8.28,6.905,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 19:45:00",5296,5.802,9.6,7.302,6.657,8.05,6.172,9.94,10.63,10.53,9.79,10.58,9.19,7.417,6.6,8.39,6.96,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 20:00:00",5297,5.988,9.67,7.433,6.783,8.12,6.191,9.95,10.65,10.52,9.8,10.58,9.25,7.505,6.712,8.52,7.042,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 20:15:00",5298,6.189,9.73,7.557,6.906,8.19,6.219,9.94,10.66,10.53,9.83,10.59,9.32,7.592,6.829,8.65,7.124,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 20:30:00",5299,6.352,9.77,7.648,6.993,8.23,6.223,9.94,10.64,10.51,9.82,10.59,9.37,7.653,6.915,8.74,7.181,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 20:45:00",5300,6.474,9.8,7.713,7.057,8.25,6.226,9.93,10.6,10.48,9.81,10.58,9.4,7.675,6.983,8.81,7.218,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 21:00:00",5301,6.564,9.82,7.767,7.104,8.25,6.226,9.93,10.56,10.45,9.79,10.56,9.41,7.731,7.029,8.84,7.239,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 21:15:00",5302,6.642,9.84,7.806,7.136,8.27,6.213,9.94,10.55,10.44,9.79,10.57,9.42,7.763,7.072,8.87,7.255,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 21:30:00",5303,6.722,9.87,7.856,7.188,8.29,6.221,9.95,10.59,10.47,9.82,10.58,9.44,7.79,7.12,8.91,7.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 21:45:00",5304,6.803,9.9,7.912,7.25,8.32,6.251,9.96,10.66,10.52,9.86,10.62,9.48,7.845,7.175,8.97,7.336,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 22:00:00",5305,6.839,9.91,7.936,7.262,8.32,6.257,9.96,10.6,10.51,9.84,10.61,9.48,7.853,7.183,8.96,7.331,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 22:15:00",5306,6.871,9.92,7.95,7.284,8.32,6.257,9.95,10.62,10.49,9.82,10.6,9.49,7.867,7.209,8.97,7.338,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 22:30:00",5307,6.898,9.93,7.965,7.302,8.32,6.271,9.95,10.63,10.5,9.82,10.6,9.51,7.861,7.226,8.99,7.351,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 22:45:00",5308,6.923,9.94,7.977,7.314,8.33,6.274,9.96,10.64,10.5,9.83,10.62,9.52,7.87,7.244,9,7.361,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 23:00:00",5309,6.952,9.96,7.995,7.34,8.34,6.279,9.95,10.63,10.51,9.84,10.62,9.53,7.884,7.265,9.01,7.366,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 23:15:00",5310,6.979,9.96,8.02,7.368,8.33,6.273,9.95,10.62,10.5,9.83,10.63,9.54,7.892,7.277,9.01,7.383,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 23:30:00",5311,6.923,9.94,7.95,7.332,8.32,6.27,9.95,10.76,10.49,9.82,10.66,9.5,7.884,7.246,9,7.382,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-10 23:45:00",5312,7.058,9.95,8,7.51,8.34,6.269,9.92,10.95,10.51,9.89,10.75,9.41,7.964,7.196,9.08,7.537,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 00:00:00",5313,7.184,9.99,8.12,7.661,8.38,6.29,9.92,10.72,10.48,9.91,10.76,9.49,8.03,7.335,9.14,7.606,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 00:15:00",5314,7.148,9.94,8.11,7.619,8.34,6.209,9.87,10.41,10.42,9.79,10.65,9.46,7.996,7.35,9.08,7.502,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 00:30:00",5315,7.284,9.96,8.21,7.756,8.37,6.221,9.88,10.51,10.44,9.78,10.59,9.48,8.04,7.433,9.13,7.553,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 00:45:00",5316,7.354,10,8.26,7.813,8.39,6.24,9.89,10.57,10.44,9.8,10.59,9.53,8.06,7.513,9.15,7.568,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 01:00:00",5317,7.41,10.02,8.3,7.837,8.4,6.239,9.9,10.53,10.43,9.8,10.59,9.61,8.07,7.563,9.18,7.594,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 01:15:00",5318,7.428,10.03,8.33,7.866,8.39,6.228,9.9,10.49,10.42,9.78,10.58,9.64,8.07,7.584,9.19,7.606,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 01:30:00",5319,7.417,10.02,8.32,7.859,8.38,6.222,9.9,10.5,10.41,9.76,10.58,9.66,8.05,7.599,9.19,7.601,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 01:45:00",5320,7.386,10.02,8.3,7.823,8.39,6.214,9.89,10.52,10.41,9.75,10.58,9.67,8.06,7.603,9.19,7.6,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 02:00:00",5321,7.368,10.01,8.3,7.8,8.38,6.209,9.88,10.5,10.42,9.75,10.58,9.67,8.07,7.599,9.19,7.596,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 02:15:00",5322,7.348,10,8.29,7.785,8.38,6.207,9.87,10.5,10.44,9.75,10.58,9.68,8.07,7.605,9.18,7.589,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 02:30:00",5323,7.307,9.98,8.26,7.759,8.36,6.178,9.85,10.45,10.41,9.73,10.55,9.66,8.06,7.59,9.15,7.569,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 02:45:00",5324,7.297,9.98,8.25,7.749,8.36,6.172,9.85,10.48,10.42,9.74,10.55,9.65,8.05,7.587,9.14,7.579,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 03:00:00",5325,7.283,9.97,8.24,7.728,8.36,6.168,9.85,10.5,10.41,9.74,10.55,9.63,8.04,7.568,9.12,7.578,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 03:15:00",5326,7.261,9.96,8.23,7.71,8.35,6.156,9.84,10.48,10.4,9.73,10.54,9.61,8.04,7.545,9.1,7.558,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 03:30:00",5327,7.239,9.96,8.22,7.712,8.34,6.167,9.85,10.47,10.41,9.73,10.54,9.6,8.03,7.539,9.1,7.555,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 03:45:00",5328,7.191,9.96,8.2,7.69,8.34,6.17,9.85,10.51,10.4,9.73,10.54,9.6,8.01,7.53,9.09,7.546,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 04:00:00",5329,7.277,9.99,8.27,7.79,8.36,6.184,9.86,10.54,10.4,9.76,10.56,9.64,8.04,7.569,9.14,7.598,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 04:15:00",5330,7.292,9.99,8.3,7.832,8.37,6.187,9.86,10.52,10.4,9.76,10.57,9.65,8.05,7.587,9.14,7.625,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 04:30:00",5331,7.281,9.99,8.3,7.832,8.37,6.194,9.86,10.57,10.41,9.77,10.59,9.66,8.06,7.602,9.15,7.641,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 04:45:00",5332,7.275,10,8.3,7.85,8.39,6.241,9.89,10.76,10.48,9.83,10.65,9.68,8.08,7.624,9.18,7.708,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 05:00:00",5333,7.32,10.04,8.33,7.91,8.43,6.295,9.93,11.1,10.59,9.97,10.74,9.71,8.14,7.661,9.23,7.839,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 05:15:00",5334,7.301,10.05,8.34,7.93,8.45,6.32,9.93,11.07,10.63,9.98,10.78,9.73,8.17,7.685,9.26,7.894,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 05:30:00",5335,7.231,10.05,8.3,7.879,8.46,6.315,9.93,10.92,10.63,9.95,10.78,9.73,8.14,7.655,9.24,7.842,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 05:45:00",5336,7.148,10.03,8.26,7.807,8.46,6.298,9.92,10.76,10.61,9.88,10.75,9.71,8.11,7.611,9.2,7.756,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 06:00:00",5337,7.049,10.03,8.19,7.714,8.46,6.326,9.93,10.82,10.64,9.9,10.79,9.73,8.1,7.59,9.2,7.747,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 06:15:00",5338,6.967,10.02,8.13,7.635,8.46,6.324,9.93,10.81,10.64,9.88,10.8,9.72,8.09,7.539,9.19,7.709,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 06:30:00",5339,6.897,10.02,8.08,7.585,8.47,6.332,9.93,10.79,10.64,9.88,10.8,9.72,8.06,7.494,9.18,7.69,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 06:45:00",5340,6.73,10,7.968,7.439,8.46,6.321,9.93,10.74,10.62,9.85,10.79,9.71,8.01,7.408,9.15,7.627,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 07:00:00",5341,6.567,9.97,7.831,7.281,8.42,6.31,9.92,10.72,10.6,9.82,10.77,9.68,7.909,7.263,9.04,7.48,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 07:15:00",5342,6.402,9.92,7.644,7.087,8.37,6.299,9.93,10.69,10.57,9.82,10.75,9.63,7.796,7.094,8.85,7.3,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 07:30:00",5343,6.195,9.82,7.361,6.813,8.23,6.273,9.92,10.66,10.51,9.8,10.7,9.56,7.627,6.878,8.58,7.08,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2021-08-11 07:45:00",5344,5.953,9.67,7.101,6.604,8.02,6.237,9.92,10.7,10.42,9.79,10.7,9.49,7.407,6.674,8.31,6.919,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
